"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PCM1",2.2111801242236,-0.507622395248345,0.177095339472714,-2.86637918738995,0.00415196600191677,0.0414923845951053
"BNIP3L",1.57142857142857,-0.586517932124054,0.207267847773616,-2.82975839438766,0.00465831670616441,0.0446203931685973
"FZD3",1.81366459627329,-0.602409306368472,0.194680722089342,-3.09434493514985,0.00197248013843384,0.0222720439472166
"NSD3",1.68944099378882,-0.700408894060521,0.204008608780667,-3.43323204960209,0.000596431403106321,0.00847429618580231
"SFRP1",3.90062111801242,-1.45515296658105,0.195316572768212,-7.4502278324734,9.31791774394981e-14,3.17740995068689e-11
"RPS20",5.21739130434783,-0.774821434004539,0.198814685866614,-3.89720422627316,9.73095559086149e-05,0.00231852146886993
"CHD7",2.09937888198758,-0.72249560032186,0.186343550203874,-3.87722354506714,0.000105655273973945,0.00236593299772283
"RPL7",6.97515527950311,-0.931368563116263,0.212873078636424,-4.37522945166304,1.21304811009029e-05,0.000480987680861382
"STMN2",1.32298136645963,0.869161471959705,0.228246280203203,3.80799840937565,0.000140096174106283,0.00294893798581744
"UQCRB",2.85093167701863,-0.542167839876052,0.181784977503463,-2.98246778871331,0.00285934735327666,0.0302806660704143
"RPL30",10.5590062111801,-0.765509261046143,0.230120800476905,-3.32655396409058,0.00087926992729803,0.011519549968846
"PABPC1",4.06832298136646,-1.1441039913635,0.168487335308835,-6.79044504601114,1.11788154019111e-11,2.72284003717978e-09
"EIF3E",2.95031055900621,-0.672611337576935,0.183844659925648,-3.65858512207512,0.000253611508218327,0.00442568790113264
"PSIP1",2.85093167701863,-0.511056401605012,0.167379237772357,-3.05328431654152,0.00226351369930097,0.0250603302422607
"RPS6",12.7018633540373,-0.880467013416368,0.216290198572187,-4.0707670492175,4.68585898098697e-05,0.00135413382416657
"PSAT1",2.1304347826087,-0.79597129703126,0.189804281074895,-4.19364248542518,2.74510512749849e-05,0.000883095140072627
"NR6A1",1.80124223602484,-0.934441220017055,0.20653526910861,-4.5243663421266,6.05767198783985e-06,0.000284007988829028
"RPL12",8.96894409937888,-0.682779731051486,0.21335319718296,-3.20023200995657,0.0013731700220028,0.0167232491965341
"SET",6.14906832298137,-0.623469056387311,0.174387830363076,-3.57518672655796,0.000349978020580859,0.0055853328280467
"RPL7A",14.4347826086957,-0.723521978253693,0.218452448800741,-3.31203418513128,0.000926202273957623,0.0117690267970924
"LDHA",2.00621118012422,-1.05164062086656,0.235576780696862,-4.46410982336923,8.04023189685361e-06,0.000351502445747062
"PPP1R14B",2.1055900621118,0.666631840947188,0.16970177264402,3.92825502386216,8.55644501677491e-05,0.00214540275788253
"MALAT1",66.1801242236025,-1.52664670031331,0.255703589462435,-5.97037649538975,2.36706711542691e-09,3.36320785983573e-07
"RPS3",12.3540372670807,-0.808164899523453,0.215221876998408,-3.75503136946172,0.000173319769265054,0.00328585446726926
"PRSS23",2.2111801242236,-1.17655140240742,0.198210191275067,-5.93587743818208,2.92278088282332e-09,3.71815858994293e-07
"RPS25",7.95031055900621,-0.942856006655965,0.206386532997646,-4.56839888224063,4.91464068310515e-06,0.000253923101960433
"HSPA8",2.38509316770186,0.542048568582378,0.162067207854667,3.34459127023684,0.000824039113216013,0.0109764585002602
"VIM",4.96273291925466,0.709280399562215,0.195696350249751,3.62439257889592,0.000289641371538327,0.00484155429875341
"DDIT4",2.01242236024845,-1.27966204855569,0.213972496707533,-5.98049781278564,2.22456713555791e-09,3.36320785983573e-07
"HELLS",2.16770186335404,-0.611245022264335,0.180694453910752,-3.38275474999492,0.000717626863450528,0.00994759188766788
"PGAM1",2.75776397515528,-0.756442929417197,0.179279666401312,-4.21934592249811,2.45012098615041e-05,0.000803356977189702
"EIF3A",2.36645962732919,-0.623176408154214,0.175765686927477,-3.54549525022676,0.000391876050071681,0.00607407877611105
"CCND2",1.85093167701863,-0.692596449796108,0.195895840206532,-3.5355342362855,0.000406951508609652,0.00619511001945944
"PTMS",5.24223602484472,-0.511404948745096,0.178810203029907,-2.86004344315609,0.00423582977505336,0.0417461836211906
"BCAT1",1.96894409937888,-0.528637021878306,0.18573427007753,-2.84620076659865,0.00442442902365435,0.0426194999171224
"SINHCAF",2.22981366459627,-0.625436926676425,0.17877108622786,-3.49853513715998,0.000467821443450385,0.00705872177949475
"TUBA1A",9.15527950310559,0.628532506192293,0.204985916015783,3.06622288208277,0.00216781653785587,0.0243166262963438
"EIF4B",2.2360248447205,-0.67217401929872,0.180843706939843,-3.71687813014316,0.000201699675355811,0.00362886274873099
"CBX5",3.47204968944099,-0.477188187000022,0.159001319721676,-3.0011586560119,0.00268954391832996,0.0292081043360037
"RPL41",21.4099378881988,-0.729226519347348,0.224540309205574,-3.24764191305944,0.00116365618185035,0.0143770564496728
"NAP1L1",4.85714285714286,-0.702823088377071,0.168314644635204,-4.17565025253942,2.97136050497587e-05,0.000938179566848862
"PPP1R12A",1.41614906832298,-0.62444738384748,0.219028993320557,-2.85098047697082,0.0043584645455629,0.0424638974296271
"RPL6",12.0248447204969,-0.616718117495459,0.207155975165572,-2.97707134444246,0.00291016280215296,0.0304406599857104
"RPLP0",10.4596273291925,-0.945454561163777,0.200790181901869,-4.70866927958581,2.49339245377436e-06,0.000157453116062418
"TPT1",12.776397515528,-0.8680249097824,0.222410505076387,-3.90280535303077,9.50841671884357e-05,0.00231597864366118
"ZIC2",1.83850931677019,-0.679480950015053,0.195895748029408,-3.46858447337534,0.000523208010840026,0.00771692351818025
"ARGLU1",2.32919254658385,-0.710639244488697,0.17939955924252,-3.96120953412168,7.45710573352877e-05,0.00195605619625639
"HNRNPC",3.3416149068323,-0.463507048762955,0.164170724667151,-2.82332340131101,0.00475286020437234,0.0450201480469713
"FOXG1",1.83229813664596,0.524185491892813,0.174413288810346,3.00542175122219,0.00265212825406522,0.0289864017511615
"LINC01551",1.88819875776398,1.44519085093767,0.177670631741049,8.13410093033273,4.15006689595064e-16,3.53793202879792e-13
"MBIP",1.52173913043478,0.627986530193266,0.189142685999772,3.32017348106192,0.000899615260378301,0.0115604263518566
"PNN",2.63975155279503,-0.779163010785128,0.171524141687183,-4.54258510272055,5.55685517029163e-06,0.000278499526635327
"ZFP36L1",1.85714285714286,-0.750016659325797,0.197179183285276,-3.8037314427897,0.00014253270048969,0.00294949371148886
"SRSF5",2.21739130434783,-0.553351074400943,0.176627209726268,-3.1328755929424,0.00173102795517664,0.0199419098890281
"RBM25",1.94409937888199,-0.525830011182526,0.1861647504266,-2.82454121941762,0.00473483576948737,0.0450201480469713
"CKB",2.79503105590062,1.25478426326697,0.170636510238695,7.35355089899405,1.93009461165495e-13,5.48468552145283e-11
"GABPB1-AS1",1.80124223602484,-0.665019904294434,0.196913156414109,-3.37722433789998,0.00073221304899239,0.0100679294236454
"PRTG",2.25465838509317,-0.903284325220017,0.190734940116556,-4.73580941524415,2.18182550844415e-06,0.000143077403534511
"RPL4",5.95031055900621,-1.00412934149007,0.190450775388193,-5.27238253266949,1.34664027877028e-07,1.14801083765166e-05
"RPLP1",20.8136645962733,-0.844471309569051,0.225649693853143,-3.74239953597566,0.000182271411701506,0.00337796474946812
"RPS2",27.776397515528,-0.718834916772093,0.22580378672526,-3.18344934421633,0.0014553157505406,0.0174740377089558
"SRRM2",2.54658385093168,-0.565620598853845,0.170125882304314,-3.32471809223059,0.000885079792327761,0.011519549968846
"RPS15A",11.5217391304348,-0.755406048324386,0.226809476616176,-3.33057533395194,0.000866667089475154,0.0114547859500398
"ANKRD11",2.09316770186335,-0.584556420934509,0.183218752073048,-3.19048358489774,0.00142034909418596,0.0171751433020359
"RPL13",17.4223602484472,-0.903547148433738,0.212840898342305,-4.24517635224688,2.18421566990462e-05,0.000761821312614478
"RPL26",9.67080745341615,-0.853203117485054,0.226175776901532,-3.7723010358289,0.000161748937257076,0.00316990733360131
"RPL23",7.26708074534162,-1.28999484401007,0.203927780037562,-6.32574357339869,2.52016027348473e-10,5.37109158286433e-08
"RPL19",10.472049689441,-0.682095532709644,0.217252323052493,-3.13964667040562,0.00169151715369068,0.0197536763496069
"EIF1",4.32298136645963,-0.745408868467016,0.184353478649922,-4.04336752376944,5.26889318201868e-05,0.00147269883202326
"RPL27",6.19254658385093,-0.750660543260766,0.206908655271669,-3.62798038716726,0.000285646954106056,0.00482205996782996
"LUC7L3",2.53416149068323,-0.775363795243741,0.174308036965262,-4.44823892657493,8.65771957886429e-06,0.00036903529704909
"DDX5",3.08074534161491,-0.460987059146062,0.161037718187085,-2.86260302453188,0.00420176634814501,0.0416512303696933
"BPTF",2.03726708074534,-0.733078938404065,0.188738596220889,-3.88409659223126,0.000102711071806926,0.00236593299772283
"H3F3B",5.6832298136646,-0.779661620213347,0.187020607746193,-4.16885406164133,3.0613491909297e-05,0.000949018249188207
"TCF4",1.81366459627329,-0.678440419543132,0.196608038589796,-3.45072574045985,0.000559081393374544,0.00807825233647117
"RAX",1.39751552795031,-0.697203721555706,0.22290671767356,-3.12778245910354,0.00176130491003719,0.0201545293396873
"LMAN1",1.85714285714286,-0.963372223206743,0.20545606324936,-4.68894520789833,2.74616900643941e-06,0.000161455798482041
"ZFAS1",3.06832298136646,-0.612053019890054,0.184380967286966,-3.31950216389455,0.000901781058531924,0.0115604263518566
"EEF2",4.60869565217391,-0.659547135162805,0.172072481691476,-3.83296113753601,0.000126609961321083,0.00273253144370185
"RPL18A",14.304347826087,-0.785826570358921,0.221611642230749,-3.54596248847203,0.000391181887134394,0.00607407877611105
"RPS16",9.19254658385093,-0.798338965488477,0.211211308595001,-3.7798116530744,0.000156947035768521,0.00314817289394505
"RPS19",19.6521739130435,-0.754012023150553,0.225279546916338,-3.34700612404273,0.000816894056909637,0.0109669635199286
"NOP53",2.01242236024845,-0.549992061368816,0.184254845047933,-2.98495304818572,0.00283621854160035,0.0302234538339287
"RPL18",10.472049689441,-1.09359169206219,0.215300837019309,-5.07936572473293,3.78697071037722e-07,3.07465955294912e-05
"RPL13A",11.416149068323,-0.917986743510468,0.197080617815116,-4.65792503437168,3.19412475647362e-06,0.00017018695968086
"RPS11",8.08074534161491,-0.7816888567667,0.184158834079427,-4.24464490489531,2.18939849373076e-05,0.000761821312614478
"RPS9",8.48447204968944,-0.725626873898739,0.204816133008864,-3.54282088641588,0.000395871477999626,0.00608072855846272
"RPL28",8.58385093167702,-0.59130613299603,0.204081439492861,-2.89740279402878,0.00376266320697154,0.0381865521898005
"RPS5",7.53416149068323,-0.639845129766226,0.217423894413815,-2.94284642215282,0.00325209705670136,0.0334025631426254
"H1F0",1.62732919254658,-0.922801301873966,0.218282017635402,-4.22756446852772,2.36234500361969e-05,0.00078976435905325
"EIF3L",2.60248447204969,-0.679420519108801,0.174401872142588,-3.89571803766715,9.79082379816041e-05,0.00231852146886993
"RPL3",13.4782608695652,-0.786741468860079,0.208924395012351,-3.76567546749899,0.000166099425214994,0.0032181763635405
"TNRC6B",1.74534161490683,-0.629162269127966,0.198888922423297,-3.16338517732484,0.00155945854627157,0.0185935442055457
"ST13",2.11801242236025,-0.544139335880169,0.180433923940352,-3.01572633348068,0.00256364527156314,0.0282000979871946
"SON",2.32919254658385,-0.496102645564006,0.172506487931816,-2.87584920145202,0.00402942164942678,0.040651857469069
"MT-ND1",6.36645962732919,-1.50186997521056,0.259407156249462,-5.78962429920889,7.05440361249725e-09,7.51734884956738e-07
"MT-ND2",3.16770186335404,-1.24327105863191,0.227039357368198,-5.47601558180794,4.35009400879603e-08,4.12050571388735e-06
"MT-CO1",11.5341614906832,-2.0374343786823,0.269803458088533,-7.55155027706773,4.30107444542376e-14,1.83333298236188e-11
"MT-CO2",7.38509316770186,-1.4260273772742,0.261187511793696,-5.45978392106503,4.7671441503264e-08,4.2778846191087e-06
"MT-ATP6",9.4472049689441,-1.52436129571182,0.267509449281711,-5.69834560911726,1.2097561791882e-08,1.21331428559757e-06
"MT-CO3",16.5403726708075,-1.75391607850575,0.290769566668461,-6.03197954518256,1.6196328331712e-09,2.76147398055689e-07
"MT-ND3",5.39751552795031,-0.848680806881886,0.244312259025605,-3.47375449053067,0.000513230402141499,0.00767594592676541
"MT-ND4",6.49689440993789,-1.58815629162299,0.25830125192981,-6.14846532782021,7.82362245948847e-10,1.48214181038087e-07
"MT-ND5",2.39751552795031,-0.726695573635802,0.21096559293453,-3.44461655347429,0.00057187002201015,0.00819359989518745
"MT-ND6",2.01863354037267,-0.958935774147629,0.213414475948614,-4.49330238675338,7.01270960053748e-06,0.000314649207076747
"MT-CYB",6.66459627329193,-1.14307664883672,0.252853280673409,-4.52071116416774,6.16322321799065e-06,0.000284007988829028
