gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PSMC5,8.719723046,1.003595327,0.209864309,4.782115311,1.73E-06,2.20E-06
SMARCD2,22.80814683,3.020863897,0.24318208,12.42223068,1.98E-35,4.25E-35
TEX2,21.43882745,2.975892392,0.252369205,11.79182061,4.30E-32,8.76E-32
POLG2,83.42152412,4.936976717,0.242907551,20.32450901,7.81E-92,4.08E-91
DDX5,10.19309705,0.808267859,0.214716603,3.764347276,0.000166985,0.000200973
CEP95,38.46499441,3.756641575,0.226977809,16.55069981,1.58E-61,5.27E-61
SMURF2,16.24097248,1.964515851,0.250442194,7.844188776,4.36E-15,6.63E-15
LRRC37A3,7.188603642,1.347274305,0.221269546,6.088837479,1.14E-09,1.55E-09
GNA13,6.241392008,1.098060905,0.212991705,5.155416281,2.53E-07,3.28E-07
AXIN2,182.8711068,6.094994322,0.233120552,26.14524657,1.12E-150,1.18E-149
CEP112,106.1726208,5.285566921,0.220390135,23.98277455,4.21E-127,3.40E-126
PRKCA,74.24546729,4.069703203,0.23853311,17.06137651,2.88E-65,1.02E-64
CACNG4,30.81669619,3.519114256,0.246263554,14.29003277,2.52E-46,6.54E-46
HELZ,2.236121707,-0.718556125,0.167116303,-4.299736856,1.71E-05,2.11E-05
PSMD12,7.066218523,0.892548603,0.215450733,4.142703948,3.43E-05,4.21E-05
NOL11,5.645176769,0.840430034,0.221124716,3.800706007,0.000144284,0.000174019
BPTF,11.19651729,1.737058337,0.224383374,7.741475245,9.83E-15,1.49E-14
C17orf58,11.44263705,1.987857024,0.241497371,8.231381649,1.85E-16,2.88E-16
KPNA2,30.32915926,3.126419741,0.251116834,12.45006037,1.40E-35,3.01E-35
AMZ2,15.99273991,2.510541047,0.244502834,10.26794253,9.83E-25,1.78E-24
ARSG,30.12181287,3.452976789,0.241964262,14.2706066,3.34E-46,8.62E-46
SLC16A6,16.46529829,2.594928003,0.238760813,10.86831616,1.63E-27,3.09E-27
WIPI1,1245.48261,8.723640598,0.193499774,45.08346655,0,0
PRKAR1A,2.78261494,-0.655638149,0.182512414,-3.592293456,0.00032778,0.000391077
FAM20A,4.411077014,0.570487291,0.208847218,2.731601098,0.00630274,0.007192165
AC079210.1,101.7449088,5.256488709,0.234214696,22.4430354,1.50E-111,1.00E-110
ABCA8,11.28235305,2.023497342,0.22886827,8.841318819,9.46E-19,1.53E-18
ABCA5,29.38328031,3.404869773,0.221979988,15.33863391,4.22E-53,1.22E-52
MAP2K6,26.09951805,3.273164894,0.246860255,13.25918139,3.99E-40,9.19E-40
KCNJ2,16.61403185,2.610359901,0.256037554,10.19522276,2.08E-24,3.74E-24
SOX9,13.76806637,2.267366283,0.248174382,9.136181836,6.47E-20,1.07E-19
SLC39A11,14.56483639,2.323656803,0.245454016,9.466770372,2.89E-21,4.91E-21
COG1,21.76256901,2.9123143,0.248706971,11.70982176,1.14E-31,2.29E-31
FAM104A,131.5028041,5.535924767,0.230745951,23.99142758,3.42E-127,2.77E-126
CDC42EP4,61.64895554,4.476917323,0.250288623,17.88701888,1.49E-71,5.80E-71
RPL38,17.95992799,0.611515778,0.227553638,2.687347843,0.007202191,0.00820648
TTYH2,221.9126065,6.38599649,0.177205935,36.03714783,2.19E-284,7.16E-283
SLC9A3R1,15.92371406,2.467855447,0.22993686,10.73275265,7.14E-27,1.34E-26
NAT9,8.780471776,1.575671659,0.225447234,6.98909288,2.77E-12,4.00E-12
TMEM104,15.39351582,2.439508109,0.250352719,9.744284457,1.95E-22,3.39E-22
CDR2L,622.2213022,7.770392729,0.159894609,48.59696513,0,0
KCTD2,6.347804919,1.148198171,0.231861732,4.952081392,7.34E-07,9.39E-07
ARMC7,82.62362214,4.903032663,0.225029825,21.78836811,2.99E-105,1.88E-104
NT5C,8.692947533,1.240221165,0.21603065,5.740950009,9.41E-09,1.26E-08
SUMO2,10.49705968,0.788520237,0.206589142,3.816852275,0.000135165,0.000163183
NUP85,7.259129245,1.277197439,0.231019071,5.528536803,3.23E-08,4.28E-08
GGA3,4.868050045,0.707836454,0.20852921,3.394423506,0.000687732,0.000812245
MRPS7,24.9588219,2.968772418,0.233008607,12.74104186,3.50E-37,7.70E-37
MIF4GD,4.654079064,0.659173109,0.219560395,3.002240495,0.002680004,0.003100519
SLC25A19,33.87401008,3.625660419,0.258729936,14.01330081,1.29E-44,3.24E-44
GRB2,69.21769328,4.506808307,0.254691614,17.69515785,4.57E-70,1.75E-69
CASKIN2,8.747453651,1.646960763,0.219749731,7.49471117,6.64E-14,9.92E-14
RECQL5,126.1951007,5.52422128,0.152191754,36.29777004,1.75E-288,5.81E-287
H3F3B,106.4544313,3.673367607,0.237911859,15.44003572,8.81E-54,2.58E-53
UNK,30.36182938,3.453092915,0.262864294,13.13640914,2.04E-39,4.63E-39
WBP2,25.82711889,3.123677728,0.229692326,13.59939961,4.04E-42,9.67E-42
TRIM65,35.09795324,3.685395913,0.24045334,15.32686514,5.06E-53,1.46E-52
MRPL38,119.1766042,5.331795886,0.168912586,31.56541503,1.10E-218,2.14E-217
ACOX1,32.13100803,3.504628633,0.236154399,14.84041223,8.03E-50,2.21E-49
SRP68,79.93078779,4.761246015,0.250828992,18.98204023,2.40E-80,1.07E-79
EXOC7,125.5929636,5.455185136,0.217666046,25.06217772,1.29E-138,1.20E-137
RNF157,9.526984133,1.772738096,0.231643205,7.65288191,1.97E-14,2.96E-14
PRPSAP1,35.32106026,3.592354822,0.222192849,16.16773376,8.52E-59,2.71E-58
SPHK1,133.5847955,5.315841816,0.201317768,26.40522926,1.19E-153,1.29E-152
UBE2O,33.27692781,3.555201013,0.253816331,14.00698291,1.41E-44,3.55E-44
RHBDF2,7.532036132,1.408881447,0.23878999,5.900085869,3.63E-09,4.91E-09
SNHG16,6.935644411,0.966126164,0.208755298,4.628031823,3.69E-06,4.63E-06
ST6GALNAC2,6.457039797,1.16305857,0.215333714,5.401191255,6.62E-08,8.68E-08
MXRA7,62.7932905,3.892872135,0.261930712,14.86222105,5.80E-50,1.60E-49
SRSF2,185.6622605,5.509669017,0.226797295,24.293363,2.30E-130,1.94E-129
MFSD11,7.920339394,1.422339874,0.208627068,6.817619051,9.26E-12,1.33E-11
MGAT5B,64.73533161,4.578062839,0.190257362,24.06247401,6.18E-128,5.05E-127
SEC14L1,2.440629787,-0.546624454,0.175826783,-3.108880485,0.001877977,0.002183572
TNRC6C,11.48690965,1.975183084,0.200857484,9.833753979,8.06E-23,1.41E-22
TK1,63.02134201,4.331527303,0.250083665,17.32031279,3.31E-67,1.21E-66
AFMID,39.01021789,3.788671083,0.238431903,15.88995028,7.44E-57,2.29E-56
BIRC5,2.423625289,-0.833537003,0.166996691,-4.991338445,6.00E-07,7.70E-07
SOCS3,49.23072662,4.079558903,0.25445827,16.03232982,7.60E-58,2.38E-57
PGS1,26.52089528,3.172148313,0.256985571,12.34368259,5.27E-35,1.12E-34
DNAH17,8.019421052,1.516860236,0.229607911,6.606306492,3.94E-11,5.57E-11
CYTH1,7.431892972,1.386108676,0.20937871,6.620103244,3.59E-11,5.08E-11
USP36,8.667974594,1.509305658,0.199657899,7.559458764,4.05E-14,6.07E-14
LGALS3BP,55.91200715,4.31435953,0.241861778,17.83812047,3.58E-71,1.39E-70
CANT1,42.27259212,3.906113268,0.257697247,15.15776094,6.73E-52,1.91E-51
CBX2,7.648429454,1.439507904,0.22277845,6.461611992,1.04E-10,1.45E-10
CBX4,236.5440842,6.435795961,0.204334907,31.49631188,9.76E-218,1.88E-216
TBC1D16,15.53616881,2.478503329,0.258984695,9.570076431,1.07E-21,1.83E-21
CCDC40,1.89594158,-1.007072527,0.1513196,-6.655268232,2.83E-11,4.01E-11
GAA,31.0608652,3.466978225,0.257575219,13.46006123,2.69E-41,6.32E-41
EIF4A3,8.880052983,1.471747785,0.240115244,6.12933923,8.82E-10,1.21E-09
SGSH,59.72245674,4.472313759,0.253562474,17.63791654,1.26E-69,4.78E-69
RNF213,21.7021411,2.932392044,0.190790896,15.36966438,2.62E-53,7.61E-53
ENDOV,102.2012498,5.1784148,0.190419376,27.19478928,7.49E-163,8.95E-162
CHMP6,20.34576202,2.792054517,0.19132897,14.59295219,3.11E-48,8.33E-48
BAIAP2,13.53225897,2.257977314,0.250366748,9.018678938,1.90E-19,3.13E-19
SLC38A10,52.3033322,4.257225698,0.240724448,17.68505744,5.47E-70,2.09E-69
ACTG1,9.651817364,-1.657566424,0.194029754,-8.542846602,1.31E-17,2.08E-17
NPLOC4,28.88505518,3.219280807,0.240026974,13.4121626,5.13E-41,1.20E-40
TSPAN10,8.0283244,1.500981481,0.215375197,6.969147326,3.19E-12,4.61E-12
OXLD1,78.25731155,4.73489808,0.239927361,19.73471497,1.09E-86,5.29E-86
CCDC137,1.923515901,-1.001260263,0.145772459,-6.868651815,6.48E-12,9.31E-12
ARL16,2.686166855,-0.594814406,0.178075816,-3.340231257,0.000837087,0.000985747
MRPL12,56.84265217,4.173352048,0.220798995,18.90113699,1.12E-79,4.91E-79
P4HB,34.34936156,2.737457028,0.24191161,11.31593904,1.09E-29,2.14E-29
ARHGDIA,29.13846486,2.695921027,0.25388618,10.61862061,2.44E-26,4.53E-26
ANAPC11,8.884239948,0.77599316,0.204882305,3.787506983,0.000152166,0.000183403
SIRT7,5.163511135,0.74137849,0.198065049,3.743106092,0.000181759,0.000218586
MAFG,19.00282837,2.683663321,0.243101917,11.039252,2.47E-28,4.73E-28
ASPSCR1,5.09447635,0.718728315,0.222741033,3.226744111,0.001252074,0.001464909
DCXR,10.27191417,1.551292698,0.155159079,9.998078787,1.55E-23,2.75E-23
GPS1,8.223175549,1.414024139,0.240268489,5.885183456,3.98E-09,5.37E-09
DUS1L,6.916902783,1.17549994,0.237492832,4.949622819,7.44E-07,9.51E-07
FASN,4.590927491,0.553545895,0.173361857,3.193008568,0.001407988,0.001644493
AC132872.2,4.742641664,0.701277475,0.20541524,3.413950562,0.000640282,0.000757356
SLC16A3,8.391662422,1.425253158,0.196141699,7.266446482,3.69E-13,5.44E-13
CSNK1D,15.03832427,2.285400626,0.246233729,9.281428,1.67E-20,2.81E-20
AC132872.1,50.57234535,4.241870325,0.220301126,19.25487352,1.28E-82,5.95E-82
OGFOD3,26.78632836,3.291240536,0.230843757,14.25743795,4.03E-46,1.04E-45
NARF,35.12684792,3.645858765,0.227732646,16.0093813,1.10E-57,3.43E-57
FOXK2,5.248554728,0.697959887,0.153252708,4.55430705,5.26E-06,6.57E-06
RAB40B,6.844822819,1.252747194,0.221788676,5.648382126,1.62E-08,2.16E-08
FN3KRP,22.93666132,2.988840478,0.253600021,11.78564761,4.63E-32,9.41E-32
TBCD,25.44949992,3.079850308,0.230220868,13.37780687,8.15E-41,1.90E-40
B3GNTL1,4.676369035,0.608241429,0.219255996,2.774115369,0.005535204,0.006330275
USP14,2.093411034,-1.068995411,0.156470028,-6.831950031,8.38E-12,1.20E-11
THOC1,5.59600582,0.848328467,0.169406652,5.007645564,5.51E-07,7.07E-07
TYMS,21.00625283,2.678233632,0.236325538,11.33281514,9.03E-30,1.77E-29
ENOSF1,17.12362584,2.545218414,0.241075092,10.55778259,4.68E-26,8.64E-26
YES1,4.82283113,0.437614872,0.207505613,2.108930285,0.0349506,0.038578419
METTL4,87.27981181,4.981467253,0.239493016,20.80005229,4.32E-96,2.41E-95
NDC80,16.78303825,2.545676554,0.246569699,10.324369,5.47E-25,9.91E-25
SMCHD1,38.80218257,3.689130765,0.251984293,14.64032032,1.55E-48,4.17E-48
LPIN2,19.72490724,2.742186002,0.217192706,12.62558977,1.53E-36,3.33E-36
MYL12A,33.55757198,1.997196917,0.206221831,9.684701678,3.50E-22,6.05E-22
TGIF1,10.16221879,1.753592518,0.231136627,7.586822309,3.28E-14,4.92E-14
DLGAP1,24.86139176,3.203979082,0.242344313,13.22077271,6.66E-40,1.53E-39
DLGAP1-AS2,21.6783877,3.000095942,0.266124654,11.27327324,1.78E-29,3.47E-29
DLGAP1-AS5,2.411076201,-0.471195933,0.178834278,-2.63481888,0.008418219,0.00956
LINC00667,112.5470109,5.308668702,0.181768383,29.20567707,1.64E-187,2.43E-186
ZBTB14,24.399077,3.135382051,0.261570059,11.9867773,4.17E-33,8.62E-33
EPB41L3,140.660993,5.651716582,0.188336478,30.00861352,7.58E-198,1.22E-196
TMEM200C,2391.42357,9.81923527,0.151924425,64.63236753,0,0
ARHGAP28,74.75693827,4.809231404,0.225151538,21.35997579,3.15E-101,1.89E-100
LAMA1,19.83881212,2.870660375,0.208473259,13.76992132,3.87E-43,9.44E-43
PTPRM,8.596481622,1.451406011,0.230929703,6.285055549,3.28E-10,4.53E-10
RAB12,109.2746391,5.275596907,0.16231621,32.50197196,1.00E-231,2.13E-230
NDUFV2,7.915310817,0.644348378,0.219255292,2.938804221,0.003294811,0.003800468
ANKRD12,105.911448,5.04680655,0.181637303,27.78507759,6.57E-170,8.47E-169
TWSG1,70.50127669,4.570784853,0.210648241,21.69866143,2.11E-104,1.31E-103
RALBP1,25.94912307,3.028031594,0.28810877,10.51002921,7.77E-26,1.43E-25
PPP4R1,39.9558125,3.740483518,0.205317021,18.21808782,3.71E-74,1.51E-73
RAB31,7.458180349,1.189173229,0.225326505,5.277555913,1.31E-07,1.71E-07
APCDD1,5.58995946,0.957094493,0.224789649,4.257733821,2.07E-05,2.54E-05
NAPG,10.6089103,1.757814668,0.222380183,7.904547262,2.69E-15,4.11E-15
PIEZO2,6.12158181,1.040118466,0.213459214,4.872680104,1.10E-06,1.40E-06
GNAL,33.89627486,3.637287152,0.255562807,14.2324589,5.76E-46,1.48E-45
CHMP1B,6.252353839,0.853843204,0.224479597,3.803656167,0.000142576,0.000171996
MPPE1,12.29268776,2.11813674,0.227227055,9.321674932,1.15E-20,1.93E-20
TUBB6,23.55147415,2.086808228,0.221590722,9.417398934,4.62E-21,7.83E-21
AFG3L2,27.72832898,3.308581166,0.215366336,15.3625735,2.92E-53,8.48E-53
SPIRE1,1.826349365,-1.273494245,0.150481125,-8.462817163,2.61E-17,4.11E-17
PSMG2,27.86313252,3.00829114,0.208170762,14.45107427,2.47E-47,6.50E-47
CEP76,75.04260443,4.781491348,0.291923533,16.37925965,2.69E-60,8.75E-60
PTPN2,4.990112463,0.661729319,0.214873639,3.079620758,0.002072643,0.002406569
SEH1L,21.56276963,2.926452765,0.239024582,12.24331298,1.82E-34,3.85E-34
CEP192,1.93656343,-1.02086328,0.14736188,-6.927594006,4.28E-12,6.17E-12
RNMT,65.31407043,4.410667435,0.22536278,19.57141029,2.71E-85,1.29E-84
ROCK1,21.58219045,2.599925313,0.253326356,10.26314576,1.03E-24,1.86E-24
ESCO1,487.9808425,7.450066592,0.221224475,33.67650259,1.28E-248,3.13E-247
SNRPD1,12.00571782,1.430333827,0.215173171,6.647361368,2.98E-11,4.23E-11
ABHD3,8.571359584,1.565532738,0.23840323,6.566742986,5.14E-11,7.25E-11
RBBP8,17.14398322,2.528571784,0.253526325,9.973606439,1.99E-23,3.52E-23
TMEM241,24.31724445,3.09466002,0.256161999,12.08087081,1.33E-33,2.78E-33
NPC1,98.64001284,5.147485522,0.206620296,24.91277774,5.41E-137,4.94E-136
TTC39C,5.966462951,0.989482126,0.229053838,4.319867042,1.56E-05,1.93E-05
OSBPL1A,109.0500712,5.315017885,0.231485336,22.96049494,1.16E-116,8.23E-116
IMPACT,12.76323177,2.149280485,0.234028455,9.183842543,4.16E-20,6.92E-20
ZNF521,283.957797,6.731042928,0.214063853,31.44408945,5.06E-217,9.69E-216
SS18,16.29299706,2.398772541,0.249522653,9.613445966,7.02E-22,1.21E-21
TAF4B,4.593434236,0.621992245,0.208296201,2.986095003,0.002825648,0.003266931
AQP4-AS1,40.84726747,3.930533658,0.272951121,14.40013746,5.16E-47,1.36E-46
CDH2,1.778361779,-1.464389522,0.136590884,-10.72099012,8.11E-27,1.52E-26
DSC3,1.926708865,-0.901132819,0.157669297,-5.715334789,1.09E-08,1.47E-08
DSC2,1.848497471,-1.086728309,0.139887431,-7.768591503,7.94E-15,1.20E-14
DSG3,91.91304603,5.109726793,0.234806585,21.76142881,5.38E-105,3.37E-104
DSG2,35.04247819,3.706925719,0.251643776,14.730846,4.09E-49,1.11E-48
B4GALT6,30.29064645,3.47099961,0.257857465,13.4609235,2.66E-41,6.25E-41
RNF125,54.65042801,4.343552199,0.234819194,18.4974325,2.17E-76,9.09E-76
RNF138,9.218021271,1.630318389,0.240079729,6.790737369,1.12E-11,1.60E-11
KLHL14,7.312149681,1.371680946,0.213094046,6.436974519,1.22E-10,1.70E-10
AC012123.1,104.691524,5.298379877,0.283070337,18.7175383,3.56E-78,1.54E-77
ASXL3,26.32072743,3.288203588,0.243242728,13.51819892,1.22E-41,2.90E-41
ZNF397,37.22996966,3.76238251,0.262881276,14.31209773,1.84E-46,4.78E-46
ZSCAN30,46.81777928,4.106071897,0.256553105,16.00476398,1.18E-57,3.69E-57
ZNF24,17.79202853,2.612481788,0.25042497,10.43219368,1.77E-25,3.23E-25
INO80C,63.90558825,4.485894775,0.176120001,25.47067203,4.17E-143,4.04E-142
GALNT1,115.208357,4.851165451,0.137911761,35.17586486,4.68E-271,1.35E-269
C18orf21,112.3191844,5.297657167,0.206911199,25.60353036,1.39E-144,1.38E-143
RPRD1A,18.80292563,2.650124872,0.190115769,13.93953217,3.64E-44,9.07E-44
SLC39A6,9.999564578,1.670278892,0.22723711,7.350379044,1.98E-13,2.93E-13
ELP2,23.34602801,3.005523689,0.261197344,11.50671614,1.22E-30,2.43E-30
FHOD3,74.6332727,4.630002697,0.25748827,17.98141208,2.72E-72,1.08E-71
TPGS2,24.61586456,2.868544161,0.260215874,11.02370933,2.94E-28,5.62E-28
KIAA1328,18.31337594,2.733125634,0.264030473,10.35155375,4.12E-25,7.48E-25
CELF4,10.13251563,1.859014463,0.243322858,7.640114359,2.17E-14,3.27E-14
PIK3C3,2.02559807,-0.981751336,0.138130823,-7.10740233,1.18E-12,1.72E-12
SETBP1,19.23218804,2.718775915,0.207173904,13.1231582,2.43E-39,5.52E-39
SLC14A2,7.886488012,1.471604991,0.222804889,6.604904406,3.98E-11,5.62E-11
EPG5,12.94129238,2.032997557,0.191312455,10.62658235,2.24E-26,4.16E-26
PSTPIP2,107.925609,5.287639249,0.265289973,19.93154584,2.17E-88,1.08E-87
HAUS1,35.60726961,3.643860006,0.256184801,14.22356048,6.54E-46,1.68E-45
C18orf25,1.854020223,-1.030321406,0.148058541,-6.958878546,3.43E-12,4.95E-12
RNF165,159.9874638,5.91267413,0.17716075,33.37462806,3.20E-244,7.51E-243
PIAS2,2.357164591,-0.604042029,0.175056296,-3.450558727,0.000559427,0.000662872
KATNAL2,46.71337037,4.083348132,0.241052107,16.93969068,2.29E-64,7.97E-64
HDHD2,46.5930658,4.038519007,0.233422509,17.30132633,4.60E-67,1.67E-66
SMAD2,57.16312163,4.324789603,0.248904471,17.37529899,1.27E-67,4.66E-67
CTIF,123.9769249,5.468351777,0.239814417,22.80243135,4.34E-115,3.03E-114
DYM,12.0396748,1.958272505,0.238371596,8.215209097,2.12E-16,3.29E-16
RPL17,12.3166092,-1.389082471,0.22442211,-6.189597222,6.03E-10,8.29E-10
MBD1,4.730014329,0.617374081,0.1945088,3.174016198,0.001503453,0.001753168
SKA1,7.515932608,1.354527471,0.238768154,5.672982125,1.40E-08,1.87E-08
MAPK4,4.148036917,0.496545947,0.217103146,2.28714303,0.022187476,0.024777383
ME2,64.02345238,4.488650215,0.184682343,24.3047069,1.75E-130,1.47E-129
ELAC1,5.014426319,0.750709451,0.224358456,3.346026994,0.000819784,0.000965895
SMAD4,5.958481413,0.97567381,0.209480502,4.657587708,3.20E-06,4.02E-06
DCC,21.60706176,2.986721443,0.252786407,11.81519795,3.26E-32,6.64E-32
MBD2,2.242335014,-0.950561848,0.154935118,-6.135225246,8.50E-10,1.17E-09
POLI,17.38380969,2.630197375,0.248846109,10.56957404,4.12E-26,7.63E-26
C18orf54,2.574263748,-0.382192327,0.167805394,-2.277592619,0.022750861,0.025396092
TCF4,20.83382642,2.565354486,0.218679775,11.7311008,8.83E-32,1.79E-31
TXNL1,6.003502765,0.51668011,0.205690395,2.511931148,0.012007251,0.013550863
WDR7,7.302217152,1.272584291,0.201783509,6.306681352,2.85E-10,3.95E-10
ST8SIA3,2.336961609,-0.503413514,0.175020418,-2.876313069,0.004023504,0.004625285
ONECUT2,8.033960153,1.510812556,0.236286478,6.393986512,1.62E-10,2.25E-10
FECH,63.61418046,4.531862815,0.197188112,22.98243421,6.99E-117,4.98E-116
NARS,8.705448098,1.279139151,0.237236369,5.391834132,6.97E-08,9.14E-08
ATP8B1,28.9774625,3.172606983,0.237124598,13.37949338,7.97E-41,1.86E-40
NEDD4L,10.45598735,1.853847241,0.24223866,7.652978436,1.96E-14,2.96E-14
ZNF532,10.67932447,1.862199015,0.227222865,8.195473718,2.50E-16,3.87E-16
SEC11C,128.3184644,5.467155995,0.19669574,27.79498937,4.99E-170,6.44E-169
LMAN1,3.227321489,-0.418854565,0.172852948,-2.423184391,0.015385115,0.017276858
PMAIP1,43.7208138,3.700801271,0.269479611,13.73314018,6.43E-43,1.56E-42
RNF152,5.603738737,0.893847722,0.219368356,4.074642934,4.61E-05,5.63E-05
PIGN,5.794342328,0.948366283,0.228522915,4.149983312,3.32E-05,4.08E-05
ZCCHC2,48.31805462,4.121070928,0.244251076,16.87227336,7.20E-64,2.48E-63
PHLPP1,8.59778563,1.556947245,0.227819761,6.834118504,8.25E-12,1.18E-11
BCL2,48.30689838,4.151707589,0.212562051,19.53174411,5.90E-85,2.81E-84
KDSR,10.77003943,1.807354107,0.234025735,7.722886135,1.14E-14,1.72E-14
VPS4B,9.477443292,1.596901287,0.221944015,7.195063533,6.24E-13,9.16E-13
CDH7,21.57292491,2.995145306,0.250863798,11.93932856,7.38E-33,1.52E-32
DSEL,46.21778974,3.985406454,0.240158937,16.59487047,7.59E-62,2.54E-61
CCDC102B,5.892094333,1.044645653,0.225434506,4.633920831,3.59E-06,4.50E-06
DOK6,4.547728491,0.593354794,0.169797766,3.494479394,0.000474987,0.000564294
RTTN,16.71445548,2.465201726,0.240289666,10.25929149,1.07E-24,1.94E-24
SOCS6,16.12268415,2.467178862,0.216498085,11.39584611,4.39E-30,8.64E-30
TIMM21,4.825260586,0.699269124,0.21727743,3.2183238,0.001289422,0.001507145
LINC00909,19.26773358,2.807541198,0.235204408,11.93660109,7.63E-33,1.57E-32
ZADH2,45.39489613,3.991037035,0.236436346,16.87996411,6.32E-64,2.18E-63
TSHZ1,8.650980131,1.557235413,0.246842232,6.308626358,2.82E-10,3.90E-10
ZNF516,6.251303041,1.073799884,0.229198607,4.685019236,2.80E-06,3.52E-06
LINC00683,42.95795637,4.004314261,0.229098276,17.47858748,2.09E-68,7.77E-68
SALL3,34.68637778,3.690192842,0.214439979,17.20851149,2.29E-66,8.26E-66
TXNL4A,87.26321868,4.397946016,0.223859771,19.64598638,6.26E-86,3.03E-85
RBFA,91.52846682,4.980458341,0.226870293,21.95288888,8.13E-107,5.20E-106
RBFADN,26.89100803,3.317634337,0.212647508,15.601567,7.10E-55,2.12E-54
ADNP2,4.269892504,0.480093023,0.216657396,2.215908765,0.026697751,0.029673876
PARD6G,22.9319804,3.083843833,0.238208454,12.94598821,2.48E-38,5.54E-38
LINC01002,20.1996675,2.898116023,0.256950819,11.27887445,1.67E-29,3.26E-29
MIER2,13.82314617,2.262706517,0.225886254,10.01701731,1.28E-23,2.27E-23
TPGS1,88.0241144,4.885454132,0.219848378,22.22192487,2.11E-109,1.39E-108
BSG,328.4402755,6.430767465,0.189083529,34.01019376,1.57E-253,3.94E-252
POLRMT,4.446700208,0.569926862,0.223408767,2.551049675,0.010739902,0.012143285
PALM,132.8809119,5.632999539,0.185828882,30.31283117,7.77E-202,1.30E-200
PTBP1,151.919151,5.498995373,0.17310746,31.76636861,1.89E-221,3.75E-220
MED16,147.7703319,5.734884114,0.207156059,27.68388303,1.09E-168,1.39E-167
R3HDM4,8.72039519,1.539354447,0.240730272,6.39451963,1.61E-10,2.25E-10
KISS1R,6.313265846,1.141145807,0.224554899,5.081812127,3.74E-07,4.83E-07
ARID3A,6.329815625,1.105172025,0.218455062,5.059036002,4.21E-07,5.43E-07
WDR18,14.30926242,2.223701391,0.183316318,12.13040617,7.29E-34,1.52E-33
TMEM259,16.78196812,2.384856385,0.250964931,9.502747561,2.04E-21,3.48E-21
CNN2,54.92702219,4.248126712,0.209155933,20.31081146,1.03E-91,5.39E-91
POLR2E,67.19911256,4.330814638,0.250235349,17.30696586,4.17E-67,1.52E-66
GPX4,59.06478744,3.338985059,0.227380201,14.68459015,8.09E-49,2.18E-48
MIDN,12.50401872,1.957262229,0.251717062,7.775643879,7.51E-15,1.14E-14
EFNA2,1306.049049,8.946229434,0.155341158,57.59085058,0,0
NDUFS7,11.06879708,1.770465853,0.240094952,7.374023654,1.66E-13,2.45E-13
GAMT,5.533921668,0.765698533,0.216425063,3.537938368,0.000403264,0.00048003
DAZAP1,6.962068013,1.175431843,0.212631948,5.528011445,3.24E-08,4.29E-08
RPS15,12.62963108,-1.10418948,0.228363691,-4.83522348,1.33E-06,1.69E-06
